kept_index,removed_index,similarity,kept_title,removed_title,kept_text,removed_text
2092,3199,0.9612,AP News in Brief at 12:04 a.m. EST,AP News Summary at 12:17 a.m. EST,"Food deliveries into northern Gaza are halted because of the war’s chaos, increasing famine risk RAFAH, Gaza Strip (AP) — The World Food Program said Tuesday it has paused deliveries of food to isolated northern Gaza because of increasing chaos acro...","Food deliveries into northern Gaza are halted because of the war's chaos, increasing famine risk RAFAH, Gaza Strip (AP) — The World Food Program has paused deliveries of food to isolated northern Gaza because of increasing chaos across the territory..."
2092,7663,1.0,AP News in Brief at 12:04 a.m. EST,AP News in Brief at 12:04 a.m. EST,"Food deliveries into northern Gaza are halted because of the war’s chaos, increasing famine risk RAFAH, Gaza Strip (AP) — The World Food Program said Tuesday it has paused deliveries of food to isolated northern Gaza because of increasing chaos acro...","Food deliveries into northern Gaza are halted because of the war's chaos, increasing famine risk RAFAH, Gaza Strip (AP) - The World Food Program said Tuesday it has paused deliveries of food to isolated northern Gaza because of increasing chaos acro..."
2094,8286,1.0,Kansas City rally shooting: Suspect's disturbing past uncovered in police investigation,Kansas City rally shooting: Suspect's disturbing past uncovered in police investigation,"Kansas City rally shooting: Suspect's disturbing past uncovered in police investigation Kansas City rally shooting: Suspect's disturbing past uncovered in police investigation February 21, 2024 0 Lyndell Mays was charged with second-degree felony ...","Kansas City rally shooting: Suspect's disturbing past uncovered in police investigation Kansas City rally shooting: Suspect's disturbing past uncovered in police investigation 0 February 21, 2024 Lyndell Mays was charged with second-degree felony m..."
2098,7313,1.0,Chiefs’ Super Bowl Parade Shooters Identified – Alleged Shooter Lyndell,"Chiefs' Super Bowl Parade Shooters Identified - Alleged Shooter Lyndell Mayes Used Stolen Gun - 25 Injured, 1 Dead","The fake news media said the shooters were minors. Then suddenly on Tuesday, a week after the shooting, the media admitted the shooters were Dominic Miller, 18, and 23-year-old Lyndell Mays. The media said the Kansas City mass shooters were “juvenil...","The fake news media said the shooters were minors. Then suddenly on Tuesday, a week after the shooting, the media admitted the shooters were Dominic Miller, 18, and 23-year-old Lyndell Mays. The media said the Kansas City mass shooters were ""juvenil..."
2102,8189,0.9506,Kansas City Chiefs parade suspects charged in deadly Super Bowl victory parade shooting,Kansas City Chiefs parade suspects charged in deadly Super Bowl victory parade shooting,"Two people have been charged in connection with last week’s deadly shooting that killed one person and wounded 23 others during the Kansas City Chiefs Super Bowl victory rally, prosecutors said Tuesday. Two men face murder and other felony charges i...","Two people have been charged in connection with last week's deadly shooting that killed one person and wounded 23 others during the Kansas City Chief's Super Bowl victory rally, prosecutors said Tuesday. Two men face murder and other felony charges ..."
2105,2443,1.0,Things to know about the shooting at the Kansas City Chiefs' Super Bowl celebration,Things to know about the shooting at the Kansas City...,Things to know about the shooting at the Kansas City Chiefs' Super Bowl celebration Shots rang out at the end of the outside the city’s historic Union Station. Fans had lined the parade route and some even climbed trees and street poles or stood on ...,Things to know about the shooting at the Kansas City Chiefs' Super Bowl celebration Shots rang out at the end of the outside the city ́s historic Union Station. Fans had lined the parade route and some even climbed trees and street poles or stood on ...
2111,5004,1.0,Two men charged with murder in deadly K.C. Chiefs Super Bowl parade shooting,Two men charged with murder in deadly K.C. Chiefs Super Bowl parade shooting,(KANSAS CITY STAR) -- Jackson County Prosecutor Jean Peters Baker on Tuesday announced that two adults each have been charged with felony murder in the mass shooting at the Kansas City Chiefs’ Super Bowl victory rally last week. Lyndell Mays of Rayt...,(KANSAS CITY STAR) — Jackson County Prosecutor Jean Peters Baker on Tuesday announced that two adults each have been charged with felony murder in the mass shooting at the Kansas City Chiefs’ Super Bowl victory rally last week. Lyndell Mays of Rayto...
2119,5379,1.0,Chiefs' Harrison Butker Gives Lisa-Lopez Galvan's Family Jersey For Burial,Chiefs’ Harrison Butker Gives Lisa-Lopez Galvan’s Family Jersey For Burial,Chiefs' Harrison Butker Gives Lisa-Lopez Galvan's Family Jersey For Burial The woman who lost her life in the Super Bowl parade shooting last week will be laid to rest in a Harrison Butker jersey that the Chiefs star personally gave to her family hi...,Chiefs’ Harrison Butker Gives Lisa-Lopez Galvan’s Family Jersey For Burial The woman who lost her life in the Super Bowl parade shooting last week will be laid to rest in a Harrison Butker jersey that the Chiefs star personally gave to her family hi...
2120,5467,0.9582,The Kansas City Super Bowl Parade Shooting: What We Know,The Kansas City Super Bowl Parade Shooting: What We Know,"A shooting near Union Station in Kansas City, Mo., on Wednesday afternoon left one person dead and at least 22 others with gunshot wounds, including nine children. The eruption of violence came as thousands of people had gathered for a public celebr...","A shooting near Union Station in Kansas City, Mo., on Wednesday afternoon left one person dead and at least 22 others with gunshot wounds, including nine children.The eruption of violence came as thousands of people had gathered for a public celebrat..."
2151,7892,0.9609,Taylor Swift Donates $100K to Family of Woman Killed at Chiefs Parade,Taylor Swift Donates $100K to Family of Woman Killed at Chiefs Victory Parade,"Taylor Swift has contributed $100,000 to a GoFundMe page set up for the family of Lisa Lopez-Galvan, who was killed in a mass shooting at the Kansas City Chiefs’ victory parade earlier this week. The Elizabeth Lopez-Galvan Memorial page was set up T...","Taylor Swift has contributed $100,000 to a GoFundMe page set up for the family of Lisa Lopez-Galvan, who was killed in a mass shooting at the Kansas City Chiefs’ victory parade earlier this week. The Elizabeth Lopez-Galvan Memorial page was set up Th..."
2153,3876,1.0,Travis Kelce Makes a Generous Donation to Parade Shooting Victims,Travis Kelce Makes a Generous Donation to Parade Shooting Victims,"Kansas City Chiefs tight end Travis Kelce has made a generous donation to one of the families impacted by the shooting that occurred earlier this week at his team’s Super Bowl LVIII victory parade and rally. Kelce, who was addressing the crowd along...","Kansas City Chiefs tight end Travis Kelce has made a generous donation to one of the families impacted by the shooting that occurred earlier this week at his team’s Super Bowl LVIII victory parade and rally. Kelce, who was addressing the crowd alo..."
2157,2986,1.0,"Acusan a 2 adultos de homicidio, por tiroteo en desfile de celebración de los Chiefs",Acusan a dos adultos de homicidio por tiroteo en desfile en Kansas City,"KANSAS CITY, Missouri.- Dos hombres acusados de homicidio por el tiroteo de la semana pasada durante el desfile para celebrar la victoria de los Chiefs de Kansas City en el Super Bowl eran desconocidos que desenfundaron sus pistolas y comenzaron a di...","Kansas City, Missouri.- Dos hombres acusados de homicidio por el tiroteo de la semana pasada durante el desfile para celebrar la victoria de los Chiefs de Kansas City en el Super Bowl eran desconocidos que desenfundaron sus pistolas y comenzaron a di..."
2157,6082,0.9585,"Acusan a 2 adultos de homicidio, por tiroteo en desfile de celebración de los Chiefs",Acusan dos hombres de homicidio por tiroteo durante desfile de los Chiefs,"KANSAS CITY, Missouri.- Dos hombres acusados de homicidio por el tiroteo de la semana pasada durante el desfile para celebrar la victoria de los Chiefs de Kansas City en el Super Bowl eran desconocidos que desenfundaron sus pistolas y comenzaron a di...","Kansas City, Missouri. Dos hombres acusados de homicidio por el tiroteo de la semana pasada durante el desfile para celebrar la victoria de los Chiefs de Kansas City en el Super Bowl eran desconocidos que desenfundaron sus pistolas y comenzaron a dis..."
2157,6498,0.9746,"Acusan a 2 adultos de homicidio, por tiroteo en desfile de celebración de los Chiefs",Acusan a 2 adultos de homicidio por tiroteo en desfile de celebración de los Chiefs,"KANSAS CITY, Missouri.- Dos hombres acusados de homicidio por el tiroteo de la semana pasada durante el desfile para celebrar la victoria de los Chiefs de Kansas City en el Super Bowl eran desconocidos que desenfundaron sus pistolas y comenzaron a di...","Kansas City, Missouri — Dos hombres acusados de homicidio por el tiroteo de la semana pasada durante el desfile para celebrar la victoria de los Chiefs de Kansas City en el Super Bowl eran desconocidos que desenfundaron sus pistolas y comenzaron a..."
2177,5325,0.9513,Radio Host Killed in Kansas City Chiefs Victory Parade Shooting,Radio Host Lisa Lopez-Galvan Killed in Kansas City Chiefs Victory Parade Shooting,"Police have now identified the person who was fatally shot Wednesday after gunfire erupted in downtown Kansas City just moments after the Chiefs wrapped up their Super Bowl Victory Parade. Lisa Lopez-Galvan, 43, was among the 23 people shot. Accord...","Police have now identified the person who was fatally shot Wednesday after gunfire erupted in downtown Kansas City just moments after the Chiefs wrapped up their Super Bowl Victory Parade. Lisa Lopez-Galvan, 43, was among the 23 people shot. Accordi..."
2183,6200,0.9518,Taylor Swift dona 100 mil dólares a la familia de la víctima del tiroteo en Kansas City,Taylor Swift dona 100 mil dólares a la familia de la víctima del tiroteo en Kansas City,"Diego RodríguezLa reconocida cantante estadunidense Taylor Swift donó 100 mil dólares a la familia de Lisa López Galván, la madre trágicamente asesinada a tiros durante el desfile del Super Bowl de los Kansas City Chiefs el pasado miércoles, según Th...","EXCELSIOR La reconocida cantante estadunidense Taylor Swift donó 100 mil dólares a la familia de Lisa López Galván , la madre trágicamente asesinada a tiros durante el desfile del Super Bowl de los Kansas City Chiefs el pasado miércoles, según The N..."
2208,2576,1.0,Mass Shooting Mars Kansas City Chiefs' Super Bowl Win Parade,At least 8 children among 22 hit by gunfire at Chiefs' Super Bowl parade; 1 killed,"KANSAS CITY, Mo. – Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile ...","KANSAS CITY, Mo. — Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday's parade to celebrate the Kansas City Chiefs' Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile ..."
2208,3605,1.0,Mass Shooting Mars Kansas City Chiefs' Super Bowl Win Parade,"1 dead, 22 injured in parade shooting","KANSAS CITY, Mo. – Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile ...","KANSAS CITY, Mo. — Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile p..."
2208,4174,0.9686,Mass Shooting Mars Kansas City Chiefs' Super Bowl Win Parade,"22 shot, 1 fatally in wake of Chiefs’ victory parade | The Arkansas Democrat-Gazette","KANSAS CITY, Mo. – Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile ...","KANSAS CITY, Mo. — Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and another high-profile publi..."
2208,4875,0.9689,Mass Shooting Mars Kansas City Chiefs' Super Bowl Win Parade,At least 8 kids among 22 hit by gunfire at Chiefs’ parade,"KANSAS CITY, Mo. – Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile ...","KANSAS CITY, Montana—Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile..."
2208,6161,0.9686,Mass Shooting Mars Kansas City Chiefs' Super Bowl Win Parade,"22 shot, 1 fatally in wake of Chiefs’ victory parade","KANSAS CITY, Mo. – Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile ...","KANSAS CITY, Mo. -- Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday's parade to celebrate the Kansas City Chiefs' Super Bowl win, authorities said, as terrified fans ran for cover and another high-profile publ..."
2208,7612,1.0,Mass Shooting Mars Kansas City Chiefs' Super Bowl Win Parade,"Super Bowl parade shooting: 1 killed, at least 22 injured","KANSAS CITY, Mo. – Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday’s parade to celebrate the Kansas City Chiefs’ Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile ...","KANSAS CITY, Mo. - Eight children were among 22 people hit by gunfire in a shooting at the end of Wednesday's parade to celebrate the Kansas City Chiefs' Super Bowl win, authorities said, as terrified fans ran for cover and yet another high-profile ..."
2209,8744,0.9732,Défilé des Chiefs: Deux adultes sont accusés de meurtre en lien avec la fusillade,Défilé des Chiefs | Deux adultes sont accusés de meurtre en lien avec la fusillade,"KANSAS CITY, Mo. — Les procureurs de l’État du Missouri ont indiqué mardi que deux adultes avaient été formellement accusés de meurtre en lien avec la fusillade qui a éclaté la semaine dernière lors du défilé du Super Bowl des Chiefs de Kansas City, ...","(Kansas City) Les procureurs de l’État du Missouri ont indiqué mardi que deux adultes avaient été formellement accusés de meurtre en lien avec la fusillade qui a éclaté la semaine dernière lors du défilé du Super Bowl des Chiefs de Kansas City, entra..."
2225,4407,1.0,Police believe Kansas City shooting at Chiefs party was sparked by fight,Police believe Kansas City shooting at Chiefs party was sparked by fight,"A fight between several fans led to the shooting that has stained the Kansas City Chiefs' third NFL title. Stacey Graves, the head of the city's Police Department, assures that this is the main line of investigation into the events that led to the d...","A fight between several fans led to the shooting that has stained the Kansas City Chiefs' third NFL title. Stacey Graves, the head of the city's Police Department, assures that this is the main line of investigation into the events that led to the de..."
2228,3142,0.9663,Vigil prompted by deadly Chiefs rally shooting highlights Kansas City’s ongoing gun violence,Vigil prompted by deadly Chiefs rally shooting highlights Kansas City’s ongoing gun violence,"KANSAS CITY, Mo. — They stood in a circle in the parking lot of an East Side community center on a chilly Monday afternoon, five days after Kansas City’s Super Bowl parade and rally ended with the death of Lisa Lopez-Galvan and nearly two dozen wound...","KANSAS CITY, Mo. — They stood in a circle in the parking lot of an East Side community center on a chilly Monday afternoon, five days after Kansas City’s Super Bowl parade and rally ended with the death of Lisa Lopez-Galvan and nearly two dozen woun..."
2229,3735,1.0,How Taylor Swift Is Supporting the Family of the Woman Who Died During Kansas City Shooting,How Taylor Swift Is Supporting the Family of the Woman Who Died During Kansas City Shooting,"Less than a day after Lisa Lopez-Galvan, 44, was identified as the woman tragically killed during the shooting at the Kansas City Chiefs' Super Bowl parade, her family's GoFundMe has greatly surpassed its goal, thanks in large part to Taylor Swift...","Less than a day after Lisa Lopez-Galvan, 44, was identified as the woman tragically killed during the shooting at the Kansas City Chiefs' Super Bowl parade, her family's GoFundMe has greatly surpassed its goal, thanks in large part to Taylor Swift. ..."
2236,3657,1.0,Investigan el motivó de un tiroteo que dejó un muerto y más de 20 heridos en la celebración del Super Bowl de los Chiefs,Investigan el motivó de un tiroteo que dejó un muerto y más de 20 heridos en la celebración del Super Bowl de los Chiefs,Testigo del tiroteo en Kansas City describe los momentos de pánico 4:26 La Policía está trabajando para determinar quién abrió fuego y qué motivó un tiroteo que mató a una persona e hirió a más de 20 al final del mitin por la victoria de los Kansas...,Testigo del tiroteo en Kansas City describe los momentos de pánico 4:26 La Policía está trabajando para determinar quién abrió fuego y qué motivó un tiroteo que mató a una persona e hirió a más de 20 al final del mitin por la victoria de los Kansas ...
2247,3565,0.9503,Taylor Swift dona 100 mil dólares a familia de víctima del tiroteo de Kansas City,Taylor Swift dona 100 mil dólares a familia de víctima del tiroteo de Kansas City,"Kansas City. Taylor Swift donó 100 mil dólares la familia de Lisa Lopez-Galvan, la mujer que falleció en el tiroteo al final del desfile por la celebración del triunfo de los Jefes de Kansas City en el Supertazón. Dos donativos de 50 mil dólares apa...","Ap Taylor Swift donó 100 mil dólares la familia de Lisa Lopez-Galvan, la mujer que falleció en el tiroteo al final del desfile por la celebración del triunfo de los Jefes de Kansas City en el Supertazón. Dos donativos de 50 mil dólares aparecieron ..."
2250,2518,0.9716,"Hija de mexicanos murió en tiroteo de Kansas City, confirma Gobierno","Hija de mexicanos murió en tiroteo de Kansas City, confirma Gobierno","CIUDAD DE MÉXICO, 15 de febrero de 2024.- El gobierno de México espera la lista de lesionados por el tiroteo durante el desfile de los Chiefs de Kansas City para conocer si hay más mexicanos entre los heridos. Esto, tras confirmar la muerte de Lisa ...","CIUDAD DE MÉXICO, 15 de febrero de 2024.- El gobierno de México espera la lista de lesionados por el tiroteo durante el desfile de los Jefes de Kansas City para conocer si hay más mexicanos entre los heridos. Esto, tras confirmar la muerte de Lisa L..."
2264,6892,1.0,Jackson County prosecutor shares updates on Chiefs parade shooting,Jackson County prosecutor shares updates on Chiefs parade shooting,"KANSAS CITY, Mo. — The Jackson County Prosecutor’s Office is sharing new information about the investigation into the shooting that immediately followed the Kansas City Chiefs Super Bowl parade and rally on February 14. Prosecutor Jean Peters Baker ...","KANSAS CITY, Mo. -- The Jackson County Prosecutor's Office is sharing new information about the investigation into the shooting that immediately followed the Kansas City Chiefs Super Bowl parade and rally on February 14. Prosecutor Jean Peters Baker..."
2274,5013,1.0,Mother of Two Tragically Killed in Super Bowl Parade Shooting – Details Revealed,Mother of Two Tragically Killed in Super Bowl Parade Shooting – Details Revealed,"In a tragic turn of events at the Kansas City Chiefs’ Super Bowl parade, a beacon of the community was lost. The event has sent shockwaves through the community. Lisa Lopez-Galvan, a cherished mother of two and fan of football, was the victim of a s...","In a tragic turn of events at the Kansas City Chiefs’ Super Bowl parade, a beacon of the community was lost. The event has sent shockwaves through the community. Lisa Lopez-Galvan, a cherished mother of two and fan of football, was the victim of a ..."
2275,8100,0.9622,Shaq Style: Local teen thanks basketball legend for huge donation | KCTV 5,Shaq Style: A local teen thanks a basketball legend for his super-sized donation,"INDEPENDENCE, Mo. (KCTV) – The Independence teen who wears a size 23 shoe is finally comfortable thanks to the Kansas City community and a major celebrity. Jor’el Bolden first sat down with KCTV 5 in January to discuss his struggle to find shoes. T...","INDEPENDENCE, Mo. (KCTV) - The Independence teen who wears a size 23 shoe is finally comfortable thanks to the Kansas City community and one big-name celebrity. Jor’el Bolden first sat down with KCTV 5 in January to discuss his struggle to find shoe..."
2276,7100,0.9559,Víctima del tiroteo en el desfile de los Chiefs era hija de padres mexicanos: SRE,Víctima fatal del tiroteo en el desfile de los Chiefs en Kansas City era hija de padres mexicanos: SRE,"Estados Unidos. La canciller Alicia Bárcena informó este jueves en conferencia matutina que dos hijos de mexicanos fueron baleados ayer durante el tiroteo que se registró en el desfile por el campeonato de los Chiefs en Kansas City, que dejó hasta el...","La canciller Alicia Bárcena informó este jueves en conferencia matutina que dos hijos de mexicanos fueron baleados ayer durante el tiroteo que se registró en el desfile por el campeonato de los Chiefs en Kansas City, que dejó hasta el momento una per..."
2284,6135,0.952,"Travis Kelce donates $100,000 to GoFundMe for 2 girls injured in Chiefs parade shooting","Travis Kelce donates $100,000 to GoFundMe for 2 girls injured in Chiefs parade shooting","Travis Kelce donates $100,000 to GoFundMe for 2 girls injured in Chiefs parade shooting Published: Feb. 18, 2024 at 5:59 PM CST|Updated: 53 minutes ago KANSAS CITY, Mo. (KCTV/Gray News) - The family of two girls who suffered gunshot wounds from a m...","Travis Kelce donates $100,000 to GoFundMe for 2 girls injured in Chiefs parade shooting Published: Feb. 18, 2024 at 6:59 PM EST|Updated: 53 minutes ago KANSAS CITY, Mo. (KCTV/Gray News) - The family of two girls who suffered gunshot wounds from a m..."
2292,6356,1.0,Kansas City Chiefs parade mass shooting: 2 adults arrested for murder,Kansas City Chiefs parade mass shooting: 2 adults arrested for murder,"Two adults have been arrested in connection with the mass shooting at the Chiefs' Super Bowl parade last week, prosecutors announced Tuesday. Dominic Miller and Lyndell Mays each face charges of second-degree murder, two counts of armed criminal act...","Two adults have been arrested in connection with the mass shooting at the Chiefs’ Super Bowl parade last week, prosecutors announced Tuesday. Dominic Miller and Lyndell Mays each face charges of second-degree murder, two counts of armed criminal act..."
2309,4718,1.0,"Kansas City, spari a parata Super Bowl: 3 arresti. Vittima era Dj","Kansas City, spari a parata Super Bowl: 3 arresti. Vittima era Dj","Kansas City, spari a parata Super Bowl: 3 arresti. Vittima era Dj (Adnkronos) - Era una conduttrice di una radio locale, la KKFI 90, Lisa Lopez-Galvan la donna rimasta uccisa quando è stato aperto il fuoco sull'immensa folla, si parla di un milione ...","Kansas City, spari a parata Super Bowl: 3 arresti. Vittima era Dj (Adnkronos) – Era una conduttrice di una radio locale, la KKFI 90, Lisa Lopez-Galvan la donna rimasta uccisa quando è stato aperto il fuoco sull'immensa folla, si parla di un milione ..."
2309,8443,1.0,"Kansas City, spari a parata Super Bowl: 3 arresti. Vittima era Dj","Kansas City, spari a parata Super Bowl: 3 arresti. Vittima era Dj","Kansas City, spari a parata Super Bowl: 3 arresti. Vittima era Dj (Adnkronos) - Era una conduttrice di una radio locale, la KKFI 90, Lisa Lopez-Galvan la donna rimasta uccisa quando è stato aperto il fuoco sull'immensa folla, si parla di un milione ...","Kansas City, spari a parata Super Bowl: 3 arresti. Vittima era Dj (Adnkronos) – Era una conduttrice di una radio locale, la KKFI 90, Lisa Lopez-Galvan la donna rimasta uccisa quando è stato aperto il fuoco sull’immensa folla, si parla di un milione ..."
2337,2787,1.0,Travis Kelce Donates $100K To Children Injured In Kansas City Shooting,Travis Kelce Donates $100k To Children Injured In Kansas City Shooting,"Travis Kelce has donated $100,000 to a GoFundMe set up to help cover the medical costs of two children injured in this week's mass shooting at the Chiefs Super Bowl parade. The two girls whom Kelce donated to are reportedly related to local radio DJ ...","Travis Kelce has donated $100,000 to a GoFundMe set up to help cover the medical costs of two children injured in this week’s mass shooting at the Chiefs Super Bowl parade. The two girls whom Kelce donated to are reportedly related to local radio DJ ..."
2357,7311,0.9593,Filtran video sobre el comienzo del tiroteo en festejos de Kansas City,Asesinan a balazos al menos a cinco personas; podrían ser menores de edad,"▲ Flores, carteles y otros artículos permanecen frente a Union Station, en recuerdo de Lisa López-Galván y las demás víctimas del ataque.Foto Ap De La Redacción Periódico La Jornada Domingo 18 de febrero de 2024, p. 9 La comunidad de Kansas comien...","La Jornada ▲ Flores, carteles y otros artículos permanecen frente a Union Station, en recuerdo de Lisa López-Galván y las demás víctimas del ataque.Foto Ap De La Redacción Periódico La JornadaDomingo 18 de febrero de 2024, p. 9 La comunidad de Kansa..."
2364,5824,1.0,Terrorism ruled out in deadly Kansas City Chiefs parade shooting as cops cite personal dispute,Terrorism ruled out in deadly Kansas City Chiefs parade shooting as cops cite personal dispute,"The deadly shooting at the Kansas City Chiefs’ victory parade that killed one and injured nearly two dozen was the result of a personal dispute that exploded into violence — and cops have detained three people who may be at fault, authorities said Th...","The deadly shooting at the Kansas City Chiefs’ victory parade that killed one and injured nearly two dozen was the result of a personal dispute that exploded into violence – and cops have detained three people who may be at fault, authorities said Th..."
2367,5731,0.9839,"2 Juveniles Face Gun Charges, Resisting Arrest After Chiefs Parade Shooting","2 Juveniles Face Gun Charges, Resisting Arrest After Chiefs Parade Shooting","Two juveniles have reportedly been charged with the shooting that killed one person and left 22 injured at the Kansas City Chiefs’ Super Bowl parade on Wednesday. According to the Kansas City Star (h/t ProFootballTalk’s Michael David Smith), two te...","Two juveniles have reportedly been charged with the shooting that killed one person and left 22 injured at the Kansas City Chiefs' Super Bowl parade on Wednesday. According to the Kansas City Star (h/t ProFootballTalk's Michael David Smith), two tee..."
2382,5980,0.9781,Super-Bowl-Parade: Anklage gegen zwei Schützen,Schüsse bei Super-Bowl-Feier: 2 Männer offiziell beschuldigt,"Nach dem Schusswaffenangriff während der Feier zum Super-Bowl-Sieg der Kansas City Chiefs sind zwei Männer offiziell des Mordes beschuldigt worden. Dominic Miller und Lyndell Mays, die beide aus Kansas City stammen, werde Totschlag in einem besonders...","Nach dem Schusswaffenangriff während der Feier zum Super-Bowl-Sieg der Kansas City Chiefs sind zwei Männer offiziell des Mordes beschuldigt worden. Dominic Miller und Lyndell Mays, die beide aus Kansas City stammen, werde Totschlag in einem besond..."
2386,3803,0.9559,"An ecstatic Super Bowl rally, upended by the terror of a mass shooting. How is Kansas City faring?","An ecstatic Super Bowl rally, upended by the terror of a mass shooting. How is Kansas City faring?","HEATHER HOLLINGSWORTH, Associated Press Feb 17, 2024 / 08:36 AM CST Feb 17, 2024 / 08:41 AM CST KANSAS CITY, Mo. (AP) — “Are you feeling good today, Chiefs Kingdom?” Kansas City Mayor Quinton Lucas shouted to a sea of football fans fresh from thei...","HEATHER HOLLINGSWORTH, Associated Press Feb 17, 2024 / 08:36 AM CST Feb 17, 2024 / 08:42 AM CST KANSAS CITY, Mo. (AP) — “Are you feeling good today, Chiefs Kingdom?” Kansas City Mayor Quinton Lucas shouted to a sea of football fans fresh from thei..."
2393,3794,0.9915,Κάνσας: Σκηνές χάους στο πάρτι για την κατάκτηση του Super Bowl,Κάνσας: Σκηνές χάους στο πάρτι για την κατάκτηση του Super Bowl,Σοκ προκαλεί στις ΗΠΑ το νέο επεισόδιο με μαζικούς πυροβολισμούς κατά την διάρκεια της πανηγυρικής παρέλασης στο Κάνσας για την κατάκτηση του τίτλου στο φετινό Super Bowl από την ομάδα των Kansas City Chiefs. Από την επίθεση τουλάχιστον τριών ενόπλων...,Σοκ προκαλεί στις ΗΠΑ το νέο επεισόδιο με μαζικούς πυροβολισμούς κατά την διάρκεια της πανηγυρικής παρέλασης στο Κάνσας για την κατάκτηση του τίτλου στο φετινό Super Bowl από την ομάδα των Kansas City Chiefs. Από την επίθεση τουλάχιστον τριών ενόπλω...
2398,5000,0.9829,How Chiefs’ Butker helped family of Johnson County mom killed in KC,How Chiefs’ Butker helped family of Johnson County mom killed in KC parade shooting,"Last Wednesday’s mass shooting at the conclusion of the Chiefs’ Super Bowl victory parade and rally at Union Station wounded at least 39 and killed one, identified as Johnson County mom and disc jockey Lisa Lopez-Galvan. Lopez-Galvan went to the par...","Last Wednesday’s mass shooting at the conclusion of the Chiefs’ Super Bowl victory parade and rally at Union Station wounded at least 39 and killed one, identified as Johnson County mom and disc jockey Lisa Lopez-Galvan. Lopez-Galvan went to the para..."
2400,3680,0.9689,Presas El Bosque y Villa Victoria registran una ligera recuperación | Noticentro,Presas El Bosque y Villa Victoria registran una ligera recuperación,Presas El Bosque y Villa Victoria registran una ligera recuperación description -Batres aseguró que el abasto de agua en la capital está garantizado -CFE pondrá en marcha nueva fase para el rescate de mineros en El Pinabete -Lyndell Mays y Domini...,"Presas El Bosque y Villa Victoria registran una ligera recuperación -Batres aseguró que el abasto de agua en la capital está garantizado -CFE pondrá en marcha nueva fase para el rescate de mineros en El Pinabete -Lyndell Mays y Dominic Miller, acusa..."
2407,5042,1.0,2 juveniles charged in mass shooting at the Kansas City Chiefs Super Bowl parade,2 juveniles charged in mass shooting at the Kansas City Chiefs Super Bowl parade,"KANSAS CITY, Mo. — Two juveniles were charged with crimes connected to the mass shooting at the Kansas City Chiefs’ Super Bowl rally, authorities said Friday, as the city tries to recover in the aftermath of the violence. A news release from the Ja...","KANSAS CITY, Mo. -- Two juveniles were charged with crimes connected to the mass shooting at the Kansas City Chiefs' Super Bowl rally, authorities said Friday, as the city tries to recover in the aftermath of the violence. A news release from the Ja..."
2420,3639,0.9635,2 adults charged with murder in Kansas City parade shooting,2 adults charged with murder in Kansas City parade shooting,"Two adults have been charged with murder in the deadly shooting that occurred at Kansas City’s Super Bowl celebration Sunday, according to the prosecutor. Lyndell Mays and Dominic Miller now face charges of second-degree murder, armed criminal actio...","Two adults have been charged with murder in the deadly shooting that occurred at Kansas Citys Super Bowl celebration Sunday, according to the prosecutor. Lyndell Mays and Dominic Miller now face charges of second-degree murder, armed criminal action..."
2421,3054,0.9515,"Taylor Swift Donates $100,000 to Kansas City Shooting Victim’s Family","Taylor Swift Donates $100,000 to Kansas City Shooting Victim","After Kansas City welcomed Taylor Swift during the football season, it’s her turn to support Kansas City. The star donated $100,000 to the family of Lisa Lopez-Galvan, who was killed in a shooting after the Kansas City Chiefs’ Super Bowl LVIII victor...","After Kansas City welcomed Taylor Swift during the football season, it’s her turn to support Kansas City. The star donated $100,000 to the family of Lisa Lopez-Galvan, who was killed in a shooting after the Kansas City Chiefs’ Super Bowl LVIII vict..."
